template_id,source_event_id,kind,tau,pressure,terminal,attacker_stones,defender_stones,move_stones,obligation_edges,num_attacker_stones,num_defender_stones,num_obligations,num_obligation_vertices,pair_shape,shape_kind,family,line_axis_support,canonical_signature,frequency,automorphism_group_size,number_of_vertices,number_of_edges,edge_size_histogram,singleton_count,pair_edge_count,transversal_number_tau,number_of_minimum_transversals,intersection_graph_density,laplacian_spectrum,source_counts,source_span,source_entropy,generality_index,channel_label,integer_fingerprint,abstract_incidence_signature,abstract_signature_exact,incidence_cell_count,incidence_edge_count,cell_color_histogram,d6_stabilizer_order,d6_orbit_size,burnside_fixed_fraction,a2_support_signature,a2_coxeter_diameter
T_0216,E000000217,proto,3,1,0,"[[0,-1],[1,-1],[1,0]]",[],"[[-1,2],[2,-1]]","[[[-3,-1],[-2,-1],[-1,-1]],[[0,1],[3,-2],[4,-3]],[[3,-1],[4,-1],[5,-1]]]",3,0,3,9,"(-3, 0)",rail,rail_ladder,three-axis,b0076a4628cf55caea53b5723ff22db78fd947bd,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""opening"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",85b1a843834bcffa0d1ded6cc7f54e6e1d0b9547,0,14,3,"{""A"":3,""M"":2,""O"":9}",1,12,0.08333333333333333,"(8, 8, 5)",8
T_0217,E000000218,proto,3,1,0,"[[0,-1],[0,1],[1,-1],[1,0]]","[[-1,-1]]","[[2,-2],[2,-1]]","[[[-3,4],[-2,3],[-1,2]],[[3,-2],[4,-3],[5,-4]],[[3,-1],[4,-1],[5,-1]]]",4,1,3,9,"(-1, 0)",adjacent,adjacent,three-axis,61ceb81a70e1c28c0904ff32c08cfb756540243b,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,1.665e-16,3,3,3,3,3","{""opening"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",6bf1629120f5475b6c9300722e488132a5a10f95,0,16,3,"{""A"":4,""D"":1,""M"":2,""O"":9}",1,12,0.08333333333333333,"(8, 8, 6)",8
T_0218,E000000219,proto,3,1,0,"[[0,-1],[0,1],[1,-1],[1,0]]","[[-1,-1]]","[[2,-1],[2,0]]","[[[-3,4],[-2,3],[-1,2]],[[3,-2],[4,-3],[5,-4]],[[3,-1],[4,-1],[5,-1]]]",4,1,3,9,"(-1, 0)",adjacent,adjacent,three-axis,e55c212633307e3272162efa9aee3fc3027f605b,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,1.665e-16,3,3,3,3,3","{""opening"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",6bf1629120f5475b6c9300722e488132a5a10f95,0,16,3,"{""A"":4,""D"":1,""M"":2,""O"":9}",1,12,0.08333333333333333,"(8, 8, 6)",8
T_0219,E000000220,proto,3,1,0,"[[0,-1],[0,1],[1,0]]","[[-1,-1]]","[[0,2],[2,-1]]","[[[-3,4],[-2,3],[-1,2]],[[0,0],[0,3],[0,4]],[[3,-2],[4,-3],[5,-4]]]",3,1,3,9,"(-3, 1)",kink,kink_bridge,three-axis,50d6366470ac12a46255a9efc65eb6e23f1da8f3,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""opening"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",4148a1420dd31fd66d77fb89b14facc551bc6330,0,15,3,"{""A"":3,""D"":1,""M"":2,""O"":9}",1,12,0.08333333333333333,"(8, 8, 6)",8
T_0221,E000000222,proto,3,1,0,"[[0,-1],[0,1],[1,-1],[1,0]]","[[-1,-1]]","[[-2,0],[2,-1]]","[[[-3,4],[-2,3],[-1,2]],[[3,-2],[4,-3],[5,-4]],[[3,-1],[4,-1],[5,-1]]]",4,1,3,9,"(-4, 1)",kink,kink_bridge,three-axis,562f29e8393b9a3644f810a94403824013f9c5b9,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,1.665e-16,3,3,3,3,3","{""opening"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",6bf1629120f5475b6c9300722e488132a5a10f95,0,16,3,"{""A"":4,""D"":1,""M"":2,""O"":9}",1,12,0.08333333333333333,"(8, 8, 6)",8
T_0222,E000000223,proto,3,1,0,"[[0,-1],[0,1],[1,-1],[1,0]]","[[-1,-1]]","[[-2,1],[2,-1]]","[[[-3,4],[-2,3],[-1,2]],[[3,-2],[4,-3],[5,-4]],[[3,-1],[4,-1],[5,-1]]]",4,1,3,9,"(-4, 2)",kink,kink_bridge,three-axis,72a797da8b3539fcb59d9bc7e76ef93c37089a4c,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,1.665e-16,3,3,3,3,3","{""opening"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",6bf1629120f5475b6c9300722e488132a5a10f95,0,16,3,"{""A"":4,""D"":1,""M"":2,""O"":9}",1,12,0.08333333333333333,"(8, 8, 6)",8
T_0223,E000000224,proto,3,1,0,"[[0,-1],[0,1],[1,-1],[1,0]]","[[-1,-1]]","[[-1,-2],[2,-1]]","[[[-3,4],[-2,3],[-1,2]],[[3,-2],[4,-3],[5,-4]],[[3,-1],[4,-1],[5,-1]]]",4,1,3,9,"(-4, 1)",kink,kink_bridge,three-axis,bc5537b3f67f592d038c6a5257d905db09cfd08e,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,1.665e-16,3,3,3,3,3","{""opening"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",6bf1629120f5475b6c9300722e488132a5a10f95,0,16,3,"{""A"":4,""D"":1,""M"":2,""O"":9}",1,12,0.08333333333333333,"(8, 8, 7)",8
T_0226,E000000227,proto,3,1,0,"[[0,-1],[0,1],[1,-1],[1,0]]","[[-1,-1]]","[[-2,2],[2,-1]]","[[[-3,4],[-2,3],[-1,2]],[[3,-2],[4,-3],[5,-4]],[[3,-1],[4,-1],[5,-1]]]",4,1,3,9,"(-4, 1)",kink,kink_bridge,three-axis,d9db7b532ef9839803279de728e9f93a0017836b,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,1.665e-16,3,3,3,3,3","{""opening"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",6bf1629120f5475b6c9300722e488132a5a10f95,0,16,3,"{""A"":4,""D"":1,""M"":2,""O"":9}",1,12,0.08333333333333333,"(8, 8, 6)",8
T_0227,E000000228,proto,3,1,0,"[[0,-1],[0,1],[1,0]]","[[-1,-1]]","[[0,-3],[2,-1]]","[[[-3,4],[-2,3],[-1,2]],[[0,-2],[0,0],[0,2]],[[3,-2],[4,-3],[5,-4]]]",3,1,3,9,"(-4, 2)",kink,kink_bridge,three-axis,c1d225511647c2c5383068881c4178272037fc48,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""opening"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",4148a1420dd31fd66d77fb89b14facc551bc6330,0,15,3,"{""A"":3,""D"":1,""M"":2,""O"":9}",1,12,0.08333333333333333,"(8, 8, 5)",8
T_0228,E000000230,proto,3,1,0,"[[0,-1],[1,-1],[1,0]]","[[-1,-1]]","[[2,-1],[3,-2]]","[[[-2,3],[-1,2],[0,1]],[[3,-1],[4,-1],[5,-1]],[[4,-3],[5,-4],[6,-5]]]",3,1,3,9,"(-1, 0)",adjacent,adjacent,three-axis,10c069cf3c4e55a9c1b839089f2f5675a64ffa26,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,1.665e-16,3,3,3,3,3","{""opening"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",380f9c375b5a8f7c00778aeaa0bc912b41458faf,0,15,3,"{""A"":3,""D"":1,""M"":2,""O"":9}",1,12,0.08333333333333333,"(8, 8, 6)",8
T_0229,E000000231,proto,3,1,0,"[[0,1],[1,-1],[1,0]]","[[-1,-1]]","[[2,-1],[3,-1]]","[[[-3,4],[-2,3],[-1,2]],[[3,-2],[4,-3],[5,-4]],[[4,-1],[5,-1],[6,-1]]]",3,1,3,9,"(-1, 0)",adjacent,adjacent,three-axis,5d9ad4c69d89391348b2363d6253fffb71684c27,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""opening"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",149c21657e9969705d1ccd505f055108cdb0f8d1,0,15,3,"{""A"":3,""D"":1,""M"":2,""O"":9}",1,12,0.08333333333333333,"(9, 8, 7)",9
T_0230,E000000232,proto,3,1,0,"[[0,-1],[0,1],[1,-1],[1,0]]","[[-1,-1]]","[[2,-3],[2,-1]]","[[[-3,4],[-2,3],[-1,2]],[[3,-2],[4,-3],[5,-4]],[[3,-1],[4,-1],[5,-1]]]",4,1,3,9,"(-2, 0)",rail,rail_ladder,three-axis,502243ec4f2671c2dd1350ffc73d68a41bb98ae5,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,1.665e-16,3,3,3,3,3","{""opening"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",6bf1629120f5475b6c9300722e488132a5a10f95,0,16,3,"{""A"":4,""D"":1,""M"":2,""O"":9}",1,12,0.08333333333333333,"(8, 8, 6)",8
T_0231,E000000233,proto,3,1,0,"[[0,-1],[0,1],[1,-1],[1,0]]","[[-1,-1]]","[[2,-1],[2,1]]","[[[-3,4],[-2,3],[-1,2]],[[3,-2],[4,-3],[5,-4]],[[3,-1],[4,-1],[5,-1]]]",4,1,3,9,"(-2, 0)",rail,rail_ladder,three-axis,30c332a4a6f62d510a34b6be6313fbbbd5aeaa40,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,1.665e-16,3,3,3,3,3","{""opening"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",6bf1629120f5475b6c9300722e488132a5a10f95,0,16,3,"{""A"":4,""D"":1,""M"":2,""O"":9}",1,12,0.08333333333333333,"(8, 8, 6)",8
T_0232,E000000234,proto,3,1,0,"[[0,-1],[0,1],[1,-1],[1,0]]","[[-1,-1]]","[[2,-1],[3,0]]","[[[-3,4],[-2,3],[-1,2]],[[3,-2],[4,-3],[5,-4]],[[3,-1],[4,-1],[5,-1]]]",4,1,3,9,"(-2, 1)",bridge,bridge_fork,three-axis,80db9e11564ddeee9d3784d579297f19dcf9c0cb,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,1.665e-16,3,3,3,3,3","{""opening"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",6bf1629120f5475b6c9300722e488132a5a10f95,0,16,3,"{""A"":4,""D"":1,""M"":2,""O"":9}",1,12,0.08333333333333333,"(8, 8, 6)",8
T_0233,E000000235,proto,3,1,0,"[[0,-1],[0,1],[1,-1],[1,0]]","[[-1,-1]]","[[2,-1],[3,-3]]","[[[-3,4],[-2,3],[-1,2]],[[3,-2],[4,-3],[5,-4]],[[3,-1],[4,-1],[5,-1]]]",4,1,3,9,"(-2, 1)",bridge,bridge_fork,three-axis,894561ce488e32c044c6514453350c959944cbec,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,1.665e-16,3,3,3,3,3","{""opening"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",6bf1629120f5475b6c9300722e488132a5a10f95,0,16,3,"{""A"":4,""D"":1,""M"":2,""O"":9}",1,12,0.08333333333333333,"(8, 8, 6)",8
T_0235,E000000237,proto,3,1,0,"[[0,-1],[0,1],[1,-1],[1,0]]","[[-1,-1]]","[[2,-4],[2,-1]]","[[[-3,4],[-2,3],[-1,2]],[[3,-2],[4,-3],[5,-4]],[[3,-1],[4,-1],[5,-1]]]",4,1,3,9,"(-3, 0)",rail,rail_ladder,three-axis,bb7ab59bff97b54c7e84d4d7efc746274a8bdc94,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,1.665e-16,3,3,3,3,3","{""opening"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",6bf1629120f5475b6c9300722e488132a5a10f95,0,16,3,"{""A"":4,""D"":1,""M"":2,""O"":9}",1,12,0.08333333333333333,"(8, 8, 6)",8
T_0236,E000000238,proto,3,1,0,"[[0,-1],[0,1],[1,-1],[1,0]]","[[-1,-1]]","[[-1,3],[2,-1]]","[[[-3,4],[-2,3],[-1,2]],[[3,-2],[4,-3],[5,-4]],[[3,-1],[4,-1],[5,-1]]]",4,1,3,9,"(-4, 1)",kink,kink_bridge,three-axis,f60ca34aad5468b950276641823ec176c40517fd,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,1.665e-16,3,3,3,3,3","{""opening"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",6bf1629120f5475b6c9300722e488132a5a10f95,0,16,3,"{""A"":4,""D"":1,""M"":2,""O"":9}",1,12,0.08333333333333333,"(8, 8, 6)",8
T_0237,E000000240,proto,3,1,0,"[[0,-1],[0,1],[1,0]]","[[-1,-1]]","[[0,3],[2,-1]]","[[[-3,4],[-2,3],[-1,2]],[[0,0],[0,2],[0,4]],[[3,-2],[4,-3],[5,-4]]]",3,1,3,9,"(-4, 2)",kink,kink_bridge,three-axis,412be542cd667ce6e32873b58c1c7f074b322d63,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""opening"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",4148a1420dd31fd66d77fb89b14facc551bc6330,0,15,3,"{""A"":3,""D"":1,""M"":2,""O"":9}",1,12,0.08333333333333333,"(8, 8, 6)",8
T_0239,E000000242,proto,3,1,0,"[[0,-1],[0,1],[1,-1],[1,0]]","[[-1,-1]]","[[-3,2],[2,-1]]","[[[-3,4],[-2,3],[-1,2]],[[3,-2],[4,-3],[5,-4]],[[3,-1],[4,-1],[5,-1]]]",4,1,3,9,"(-5, 2)",kink,kink_bridge,three-axis,9ce7b7973c3c69f2b4d903c613c0f3be12494ffa,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,1.665e-16,3,3,3,3,3","{""opening"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",6bf1629120f5475b6c9300722e488132a5a10f95,0,16,3,"{""A"":4,""D"":1,""M"":2,""O"":9}",1,12,0.08333333333333333,"(8, 8, 6)",8
T_0240,E000000243,proto,3,1,0,"[[0,-1],[0,1],[1,-1],[1,0]]","[[-1,-1]]","[[-3,3],[2,-1]]","[[[-3,4],[-2,3],[-1,2]],[[3,-2],[4,-3],[5,-4]],[[3,-1],[4,-1],[5,-1]]]",4,1,3,9,"(-5, 1)",kink,kink_bridge,three-axis,20f7bf0b4eccf1abd549b56076c62a6e4f8efa87,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,1.665e-16,3,3,3,3,3","{""opening"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",6bf1629120f5475b6c9300722e488132a5a10f95,0,16,3,"{""A"":4,""D"":1,""M"":2,""O"":9}",1,12,0.08333333333333333,"(8, 8, 6)",8
T_0241,E000000244,proto,3,1,0,"[[0,-1],[0,1],[1,-1],[1,0]]","[[-1,-1]]","[[-3,1],[2,-1]]","[[[-3,4],[-2,3],[-1,2]],[[3,-2],[4,-3],[5,-4]],[[3,-1],[4,-1],[5,-1]]]",4,1,3,9,"(-5, 2)",kink,kink_bridge,three-axis,5411649219e7020da353e82e451d42ec9fc62b47,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,1.665e-16,3,3,3,3,3","{""opening"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",6bf1629120f5475b6c9300722e488132a5a10f95,0,16,3,"{""A"":4,""D"":1,""M"":2,""O"":9}",1,12,0.08333333333333333,"(8, 8, 6)",8
T_0242,E000000245,proto,3,1,0,"[[0,-1],[0,1],[1,-1],[1,0]]","[[-1,-1]]","[[-3,0],[2,-1]]","[[[-3,4],[-2,3],[-1,2]],[[3,-2],[4,-3],[5,-4]],[[3,-1],[4,-1],[5,-1]]]",4,1,3,9,"(-5, 1)",kink,kink_bridge,three-axis,0fd6c1d150d872ba0228e7ac0eb43ba99af99acb,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,1.665e-16,3,3,3,3,3","{""opening"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",6bf1629120f5475b6c9300722e488132a5a10f95,0,16,3,"{""A"":4,""D"":1,""M"":2,""O"":9}",1,12,0.08333333333333333,"(8, 8, 7)",8
T_0243,E000000246,proto,3,1,0,"[[0,1],[1,-1],[1,0]]",[],"[[-3,-1],[2,-1]]","[[[-3,4],[-2,3],[-1,2]],[[-2,-1],[-1,-1],[0,-1]],[[3,-2],[4,-3],[5,-4]]]",3,0,3,9,"(-5, 0)",rail,rail_ladder,three-axis,114b1ca8823fcb874fc55ff282654733de38fe76,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,1.665e-16,3,3,3,3,3","{""opening"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",86ba982160fd37691d884859d8075fedc31232e3,0,14,3,"{""A"":3,""M"":2,""O"":9}",1,12,0.08333333333333333,"(8, 8, 5)",8
T_0244,E000000247,proto,3,1,0,"[[0,-1],[0,1],[1,0]]","[[-1,-1]]","[[0,-4],[2,-1]]","[[[-3,4],[-2,3],[-1,2]],[[0,-3],[0,-2],[0,0]],[[3,-2],[4,-3],[5,-4]]]",3,1,3,9,"(-5, 2)",kink,kink_bridge,three-axis,ca32621f534c7d088ad1bc397b7ef105ad13004d,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""opening"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",4148a1420dd31fd66d77fb89b14facc551bc6330,0,15,3,"{""A"":3,""D"":1,""M"":2,""O"":9}",1,12,0.08333333333333333,"(8, 8, 5)",8
T_0245,E000000248,proto,3,1,0,"[[0,-1],[0,1],[1,-1],[1,0]]","[[-1,-1]]","[[-1,-3],[2,-1]]","[[[-3,4],[-2,3],[-1,2]],[[3,-2],[4,-3],[5,-4]],[[3,-1],[4,-1],[5,-1]]]",4,1,3,9,"(-5, 2)",kink,kink_bridge,three-axis,8dc803b07f0c61e4325f8de6a1b5ab1320d59f5b,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,1.665e-16,3,3,3,3,3","{""opening"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",6bf1629120f5475b6c9300722e488132a5a10f95,0,16,3,"{""A"":4,""D"":1,""M"":2,""O"":9}",1,12,0.08333333333333333,"(8, 8, 8)",8
T_0246,E000000249,proto,3,1,0,"[[0,-1],[0,1],[1,-1],[1,0]]","[[-1,-1]]","[[-2,-2],[2,-1]]","[[[-3,4],[-2,3],[-1,2]],[[3,-2],[4,-3],[5,-4]],[[3,-1],[4,-1],[5,-1]]]",4,1,3,9,"(-5, 1)",kink,kink_bridge,three-axis,f0f382d2f3db6eeefcbfc89af8c9afce6ae4f401,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,1.665e-16,3,3,3,3,3","{""opening"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",6bf1629120f5475b6c9300722e488132a5a10f95,0,16,3,"{""A"":4,""D"":1,""M"":2,""O"":9}",1,12,0.08333333333333333,"(8, 8, 8)",8
T_0247,E000000250,proto,3,1,0,"[[0,-1],[1,-1],[1,0]]","[[-1,0]]","[[1,-2],[2,-3]]","[[[1,-5],[1,-4],[1,-3]],[[1,1],[1,2],[1,3]],[[3,-4],[4,-5],[5,-6]]]",3,1,3,9,"(-1, 0)",adjacent,adjacent,three-axis,b2b797490beb01781f9948d63c2843ba9200d6c5,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""opening"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",4148a1420dd31fd66d77fb89b14facc551bc6330,0,15,3,"{""A"":3,""D"":1,""M"":2,""O"":9}",1,12,0.08333333333333333,"(9, 8, 6)",9
T_0248,E000000251,proto,3,1,0,"[[0,1],[1,-1],[1,0]]",[],"[[1,-2],[3,-2]]","[[[1,-5],[1,-4],[1,-3]],[[1,1],[1,2],[1,3]],[[2,-1],[4,-3],[5,-4]]]",3,0,3,9,"(-2, 0)",rail,rail_ladder,three-axis,6a6914ed403554935f15c68d69a73e1a717e6bb7,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""opening"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",5f25e7a433fcedab31a525caf69a4ba6ab4201aa,0,14,3,"{""A"":3,""M"":2,""O"":9}",1,12,0.08333333333333333,"(8, 8, 5)",8
T_0249,E000000252,proto,3,1,0,"[[0,-1],[1,-1],[1,0]]",[],"[[1,-2],[3,-1]]","[[[1,-5],[1,-4],[1,-3]],[[1,1],[1,2],[1,3]],[[2,-1],[4,-1],[5,-1]]]",3,0,3,9,"(-3, 1)",kink,kink_bridge,three-axis,bf4aee998019c6a4e224573c9c9cc8b9858a6bca,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""opening"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",5f25e7a433fcedab31a525caf69a4ba6ab4201aa,0,14,3,"{""A"":3,""M"":2,""O"":9}",1,12,0.08333333333333333,"(8, 8, 5)",8
T_0250,E000000253,proto,3,1,0,"[[-3,-1],[2,-3],[2,-2],[2,-1]]",[],"[[-2,-1],[2,-4]]","[[[2,-6],[2,-5]],[[2,0],[2,1]],[[-1,-1],[0,-1],[1,-1]]]",4,0,3,7,"(-4, 1)",kink,kink_bridge,three-axis,1b7b73f7499caa353d0184e0189e1497688105e6,1,1,7,3,"{""2"":2,""3"":1}",0,2,3,12,0.0,"-1.11e-16,0,0,2,2,3,3","{""random"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 7, 0, 2, 1, 1)",a5993bd68216ff1366a1ed7920860b45eeccf9ea,1,13,3,"{""A"":4,""M"":2,""O"":7}",1,12,0.08333333333333333,"(7, 7, 5)",7
T_0251,E000000254,proto,3,1,0,"[[-3,-1],[2,-2],[2,-1]]",[],"[[-2,-1],[2,0]]","[[[-1,-1],[0,-1],[1,-1]],[[2,-5],[2,-4],[2,-3]],[[2,1],[2,2],[2,3]]]",3,0,3,9,"(-5, 1)",kink,kink_bridge,three-axis,fe382ca7324f8f4c74af4fe826676d209b26b85b,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""random"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",5f25e7a433fcedab31a525caf69a4ba6ab4201aa,0,14,3,"{""A"":3,""M"":2,""O"":9}",1,12,0.08333333333333333,"(9, 8, 5)",9
T_0252,E000000255,proto,3,1,1,"[[-2,1],[-2,2],[-1,1],[0,0],[1,-1],[2,-2]]","[[0,1]]","[[-3,1],[3,-3]]","[[[-3,3]],[[4,-4]],[[-6,1],[-5,1],[-4,1]]]",6,1,3,5,"(-6, 2)",kink,kink_bridge,three-axis,e588fa6d90c4cb2252288fe480409dc9f9fe3bc0,1,1,5,3,"{""1"":2,""3"":1}",2,0,3,3,0.0,"-1.11e-16,0,0,3,3","{""selfplay"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 5, 2, 0, 1, 1)",ab6e789b0cebccaa9c8258485f9663af3d847b6a,1,14,3,"{""A"":6,""D"":1,""M"":2,""O"":5}",1,12,0.08333333333333333,"(10, 7, 6)",10
T_0253,E000000256,proto,3,1,1,"[[-2,2],[-1,1],[-1,4],[0,0],[1,-1],[2,-2]]",[],"[[-1,2],[3,-3]]","[[[-3,3]],[[4,-4]],[[-1,3],[-1,5],[-1,6]]]",6,0,3,5,"(-5, 1)",kink,kink_bridge,three-axis,0a42b83b5e572a8e0f2617aea3bef11d8b8e6174,1,1,5,3,"{""1"":2,""3"":1}",2,0,3,3,0.0,"-1.11e-16,0,0,3,3","{""selfplay"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 5, 2, 0, 1, 1)",af72e18e651a9492ed1d2cca705180b462ee08e0,1,13,3,"{""A"":6,""M"":2,""O"":5}",1,12,0.08333333333333333,"(10, 7, 5)",10
T_0255,E000000258,proto,3,1,1,"[[-2,2],[-1,1],[-1,4],[0,0],[1,-1],[2,-2]]",[],"[[-1,3],[3,-3]]","[[[-3,3]],[[4,-4]],[[-1,2],[-1,5],[-1,6]]]",6,0,3,5,"(-6, 2)",kink,kink_bridge,three-axis,8d2cebd7ce57529997500d8b93dc86f2265698b3,1,1,5,3,"{""1"":2,""3"":1}",2,0,3,3,0.0,"-1.11e-16,0,0,3,3","{""selfplay"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 5, 2, 0, 1, 1)",af72e18e651a9492ed1d2cca705180b462ee08e0,1,13,3,"{""A"":6,""M"":2,""O"":5}",1,12,0.08333333333333333,"(10, 7, 5)",10
T_0257,E000000260,proto,3,1,1,"[[-2,2],[-2,4],[-1,1],[-1,4],[0,0],[1,-1],[2,-2]]","[[-2,0]]","[[-4,4],[3,-3]]","[[[-3,3]],[[4,-4]],[[-3,4],[0,4],[1,4]]]",7,1,3,5,"(-7, 0)",rail,rail,three-axis,0e7cdc4a50c219268a714f1b0bb2a5327d97dffe,1,1,5,3,"{""1"":2,""3"":1}",2,0,3,3,0.0,"-1.11e-16,0,0,3,3","{""selfplay"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 5, 2, 0, 1, 1)",cec98a22f7069fb9ab722cbf217f7e9c4b01b5c8,1,15,3,"{""A"":7,""D"":1,""M"":2,""O"":5}",1,12,0.08333333333333333,"(8, 8, 7)",8
