template_id,source_event_id,kind,tau,pressure,terminal,attacker_stones,defender_stones,move_stones,obligation_edges,num_attacker_stones,num_defender_stones,num_obligations,num_obligation_vertices,pair_shape,shape_kind,family,line_axis_support,canonical_signature,frequency,automorphism_group_size,number_of_vertices,number_of_edges,edge_size_histogram,singleton_count,pair_edge_count,transversal_number_tau,number_of_minimum_transversals,intersection_graph_density,laplacian_spectrum,source_counts,source_span,source_entropy,generality_index,channel_label,integer_fingerprint,abstract_incidence_signature,abstract_signature_exact,incidence_cell_count,incidence_edge_count,cell_color_histogram,d6_stabilizer_order,d6_orbit_size,burnside_fixed_fraction,a2_support_signature,a2_coxeter_diameter
T_0067,E000000068,exact,3,1,1,"[[-3,0],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-1],[0,0],[1,0],[2,-1]]",[],"[[-4,1],[2,0]]","[[[-4,0]],[[3,0]],[[1,-1],[3,-1]]]",9,0,3,4,"(-6, 1)",kink,kink_bridge,three-axis,e928edcb2b888ef69977a2bfce37751d7e92cf7b,1,1,4,3,"{""1"":2,""2"":1}",2,1,3,2,0.0,"0,0,0,2","{""adversarial"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 4, 2, 1, 0, 1)",a16aff3ee41b03204619ae158a6dc786e70df875,0,15,3,"{""A"":9,""M"":2,""O"":4}",1,12,0.08333333333333333,"(7, 7, 2)",7
T_0071,E000000072,exact,3,1,1,"[[-3,0],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-1],[0,0],[1,0],[2,-1]]",[],"[[2,0],[3,-2]]","[[[-4,0]],[[3,0]],[[1,-1],[3,-1]]]",9,0,3,4,"(-2, 1)",bridge,bridge_fork,three-axis,d06b4f4d03157d0ac80110368d6174bdff48e238,1,1,4,3,"{""1"":2,""2"":1}",2,1,3,2,0.0,"0,0,0,2","{""adversarial"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 4, 2, 1, 0, 1)",a16aff3ee41b03204619ae158a6dc786e70df875,0,15,3,"{""A"":9,""M"":2,""O"":4}",1,12,0.08333333333333333,"(7, 7, 2)",7
T_0081,E000000082,exact,3,1,1,"[[-3,0],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-1],[0,0],[1,0],[2,-1]]",[],"[[-1,-3],[2,0]]","[[[-4,0]],[[3,0]],[[1,-1],[3,-1]]]",9,0,3,4,"(-6, 3)",kink,kink_bridge,three-axis,c400001f321a7535a5c712ed9ffbc4a50e94fb56,1,1,4,3,"{""1"":2,""2"":1}",2,1,3,2,0.0,"0,0,0,2","{""adversarial"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 4, 2, 1, 0, 1)",a16aff3ee41b03204619ae158a6dc786e70df875,0,15,3,"{""A"":9,""M"":2,""O"":4}",1,12,0.08333333333333333,"(7, 7, 3)",7
T_0083,E000000084,exact,3,1,1,"[[-3,0],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-1],[0,0],[1,0],[2,-1]]",[],"[[1,1],[2,0]]","[[[-4,0]],[[3,0]],[[1,-1],[3,-1]]]",9,0,3,4,"(-1, 0)",adjacent,adjacent,three-axis,6b704124efafe35ea674b015734387eaf69a6dc3,1,1,4,3,"{""1"":2,""2"":1}",2,1,3,2,0.0,"0,0,0,2","{""adversarial"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 4, 2, 1, 0, 1)",a16aff3ee41b03204619ae158a6dc786e70df875,0,15,3,"{""A"":9,""M"":2,""O"":4}",1,12,0.08333333333333333,"(7, 7, 2)",7
T_0085,E000000086,exact,3,1,1,"[[-3,0],[-2,0],[-1,-1],[-1,0],[0,-1],[0,0],[1,0],[2,-1]]",[],"[[2,0],[3,-1]]","[[[-4,0]],[[3,0]],[[1,-1],[4,-1]]]",8,0,3,4,"(-1, 0)",adjacent,adjacent,three-axis,ec521e2c7e153e6bb8cd89202ddc3a575e1ef349,1,1,4,3,"{""1"":2,""2"":1}",2,1,3,2,0.0,"0,0,0,2","{""adversarial"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 4, 2, 1, 0, 1)",72eb931106be5214b5d6c6f2c3d2ddcb28b0de9e,0,14,3,"{""A"":8,""M"":2,""O"":4}",1,12,0.08333333333333333,"(8, 7, 1)",8
T_0087,E000000088,exact,3,1,1,"[[-3,0],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-1],[0,0],[1,0],[2,-1]]",[],"[[2,-2],[2,0]]","[[[-4,0]],[[3,0]],[[1,-1],[3,-1]]]",9,0,3,4,"(-2, 0)",rail,rail,three-axis,1a863e3342ece3ea301b42b29b58098c49202356,1,1,4,3,"{""1"":2,""2"":1}",2,1,3,2,0.0,"0,0,0,2","{""adversarial"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 4, 2, 1, 0, 1)",a16aff3ee41b03204619ae158a6dc786e70df875,0,15,3,"{""A"":9,""M"":2,""O"":4}",1,12,0.08333333333333333,"(7, 7, 2)",7
T_0099,E000000100,exact,3,1,1,"[[-3,0],[-2,-1],[-2,0],[-1,-1],[-1,0],[0,-1],[0,0],[1,0],[2,-1]]",[],"[[1,-4],[2,0]]","[[[-4,0]],[[3,0]],[[1,-1],[3,-1]]]",9,0,3,4,"(-5, 1)",kink,kink_bridge,three-axis,34f5e7cd2604f4e2e21a256aa745b6ec25f1ea38,1,1,4,3,"{""1"":2,""2"":1}",2,1,3,2,0.0,"0,0,0,2","{""adversarial"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 4, 2, 1, 0, 1)",a16aff3ee41b03204619ae158a6dc786e70df875,0,15,3,"{""A"":9,""M"":2,""O"":4}",1,12,0.08333333333333333,"(7, 7, 4)",7
T_0102,E000000103,exact,3,1,0,"[[0,-1],[0,0],[0,1],[1,1],[3,1]]","[[-1,1]]","[[0,2],[2,1]]","[[[0,-3],[0,-2]],[[0,3],[0,4]],[[4,1],[5,1]]]",5,1,3,6,"(-2, 1)",bridge,bridge_fork,three-axis,fd3f569d67450a80879434c2a89c87329c5bfc7e,1,1,6,3,"{""2"":3}",0,3,3,8,0.0,"0,0,0,2,2,2","{""rail"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 6, 0, 3, 0, 1)",cae7b51c5f86dc4ba9f070f6e458298cbba72d4e,1,14,3,"{""A"":5,""D"":1,""M"":2,""O"":6}",1,12,0.08333333333333333,"(9, 7, 6)",9
T_0105,E000000106,exact,3,1,0,"[[0,-1],[0,0],[0,1],[1,1],[3,1]]",[],"[[0,-3],[2,1]]","[[[-2,1],[-1,1]],[[0,-2],[0,2]],[[4,1],[5,1]]]",5,0,3,6,"(-6, 2)",kink,kink_bridge,three-axis,9dc79919b2c3d41f785c44c8eefbd7b1a495d268,1,1,6,3,"{""2"":3}",0,3,3,8,0.0,"0,0,0,2,2,2","{""rail"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 6, 0, 3, 0, 1)",e97f22be8e27ba3930c92391389cfa730f6a7c30,1,13,3,"{""A"":5,""M"":2,""O"":6}",1,12,0.08333333333333333,"(9, 7, 5)",9
T_0106,E000000107,proto,3,1,0,"[[0,0],[0,1],[0,5],[3,1]]",[],"[[0,-3],[2,1]]","[[[0,-4],[0,-2],[0,-1]],[[0,2],[0,3],[0,4]],[[1,1],[4,1],[5,1]]]",4,0,3,9,"(-6, 2)",kink,kink_bridge,three-axis,5e9ed1c26dc65b120f5ff3afe52f10c4906e202d,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""rail"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",23a7ff2193310d55570b4a9d0f0117e8fba82ae3,0,15,3,"{""A"":4,""M"":2,""O"":9}",1,12,0.08333333333333333,"(10, 9, 5)",10
T_0114,E000000115,exact,3,1,0,"[[0,-2],[0,-1],[0,0],[0,1],[1,1],[3,1]]","[[-1,1]]","[[2,-2],[2,1]]","[[[0,-4],[0,-3]],[[0,2],[0,3]],[[4,1],[5,1]]]",6,1,3,6,"(-3, 0)",rail,rail_ladder,three-axis,33519537a9611bc311cf62ffb4dfdb9ece02e5b3,1,1,6,3,"{""2"":3}",0,3,3,8,0.0,"0,0,0,2,2,2","{""rail"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 6, 0, 3, 0, 1)",f07ce4b4033a6c4771ca212d7c7d98ebdcc39789,0,15,3,"{""A"":6,""D"":1,""M"":2,""O"":6}",1,12,0.08333333333333333,"(10, 7, 6)",10
T_0120,E000000121,exact,3,1,0,"[[-1,2],[0,-1],[0,0],[0,1],[3,2]]",[],"[[-2,2],[0,2]]","[[[0,-3],[0,-2]],[[0,3],[0,4]],[[1,2],[2,2]]]",5,0,3,6,"(-2, 0)",rail,rail_ladder,three-axis,02771a31df24fdde0f2dd10fb27418e4914f703b,1,1,6,3,"{""2"":3}",0,3,3,8,0.0,"0,0,0,2,2,2","{""rail"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 6, 0, 3, 0, 1)",e97f22be8e27ba3930c92391389cfa730f6a7c30,1,13,3,"{""A"":5,""M"":2,""O"":6}",1,12,0.08333333333333333,"(8, 7, 5)",8
T_0123,E000000124,exact,3,1,0,"[[-1,2],[0,-1],[0,0],[0,1],[3,2]]",[],"[[0,2],[1,2]]","[[[0,-3],[0,-2]],[[0,3],[0,4]],[[2,2],[4,2]]]",5,0,3,6,"(-1, 0)",adjacent,adjacent,three-axis,749888202948a3f0b1e7c60707d9560628f83ea9,1,1,6,3,"{""2"":3}",0,3,3,8,0.0,"0,0,0,2,2,2","{""rail"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 6, 0, 3, 0, 1)",e97f22be8e27ba3930c92391389cfa730f6a7c30,1,13,3,"{""A"":5,""M"":2,""O"":6}",1,12,0.08333333333333333,"(9, 7, 5)",9
T_0128,E000000129,exact,3,1,0,"[[-1,2],[0,-1],[0,0],[0,1],[3,2]]",[],"[[0,2],[2,2]]","[[[0,-3],[0,-2]],[[0,3],[0,4]],[[1,2],[4,2]]]",5,0,3,6,"(-2, 0)",rail,rail_ladder,three-axis,d64d9d28cacd77f1ce6128345701182da857bf8a,1,1,6,3,"{""2"":3}",0,3,3,8,0.0,"0,0,0,2,2,2","{""rail"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 6, 0, 3, 0, 1)",e97f22be8e27ba3930c92391389cfa730f6a7c30,1,13,3,"{""A"":5,""M"":2,""O"":6}",1,12,0.08333333333333333,"(9, 7, 5)",9
T_0131,E000000132,exact,3,1,0,"[[0,-2],[0,-1],[0,0],[0,1],[1,1],[3,1]]","[[-1,1]]","[[-2,3],[2,1]]","[[[0,-4],[0,-3]],[[0,2],[0,3]],[[4,1],[5,1]]]",6,1,3,6,"(-4, 2)",kink,kink_bridge,three-axis,e4b6e6baaaaf2b13480fa4aa6e6c5adaa71ac5a8,1,1,6,3,"{""2"":3}",0,3,3,8,0.0,"0,0,0,2,2,2","{""rail"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 6, 0, 3, 0, 1)",f07ce4b4033a6c4771ca212d7c7d98ebdcc39789,0,15,3,"{""A"":6,""D"":1,""M"":2,""O"":6}",1,12,0.08333333333333333,"(10, 7, 7)",10
T_0133,E000000134,exact,3,1,0,"[[0,-2],[0,-1],[0,0],[0,1],[1,1],[3,1]]","[[-1,1]]","[[1,-3],[2,1]]","[[[0,-4],[0,-3]],[[0,2],[0,3]],[[4,1],[5,1]]]",6,1,3,6,"(-5, 1)",kink,kink_bridge,three-axis,4214a2dd234465f5be0ffdfd3bdd410d338b795d,1,1,6,3,"{""2"":3}",0,3,3,8,0.0,"0,0,0,2,2,2","{""rail"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 6, 0, 3, 0, 1)",f07ce4b4033a6c4771ca212d7c7d98ebdcc39789,0,15,3,"{""A"":6,""D"":1,""M"":2,""O"":6}",1,12,0.08333333333333333,"(10, 7, 6)",10
T_0136,E000000137,proto,3,1,0,"[[0,0],[0,1],[0,5],[1,1],[3,1]]",[],"[[-2,2],[0,-3]]","[[[0,-4],[0,-2],[0,-1]],[[0,2],[0,3],[0,4]],[[2,1],[4,1],[5,1]]]",5,0,3,9,"(-5, 2)",kink,kink_bridge,three-axis,6310bc4542c07a45c5953d519add916a38c2e3da,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""rail"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",1b4d94f1c7c3e8880fb1282aeabd02871357d3f6,0,16,3,"{""A"":5,""M"":2,""O"":9}",1,12,0.08333333333333333,"(10, 9, 7)",10
T_0147,E000000148,exact,3,1,0,"[[0,-2],[0,-1],[0,0],[0,1],[1,1],[3,1]]","[[-1,1]]","[[2,-3],[2,1]]","[[[0,-4],[0,-3]],[[0,2],[0,3]],[[4,1],[5,1]]]",6,1,3,6,"(-4, 0)",rail,rail_ladder,three-axis,e21e2d00bdbca4cf4169289451ddc684ba0d7dab,1,1,6,3,"{""2"":3}",0,3,3,8,0.0,"0,0,0,2,2,2","{""rail"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 6, 0, 3, 0, 1)",f07ce4b4033a6c4771ca212d7c7d98ebdcc39789,0,15,3,"{""A"":6,""D"":1,""M"":2,""O"":6}",1,12,0.08333333333333333,"(10, 7, 6)",10
T_0156,E000000157,proto,3,1,0,"[[0,0],[0,1],[0,5],[1,1],[3,1]]",[],"[[0,-3],[1,2]]","[[[0,-4],[0,-2],[0,-1]],[[0,2],[0,3],[0,4]],[[2,1],[4,1],[5,1]]]",5,0,3,9,"(-6, 1)",kink,kink_bridge,three-axis,51c88aaf4e119fd835138ffb9e72d717253d3edf,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""rail"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",1b4d94f1c7c3e8880fb1282aeabd02871357d3f6,0,16,3,"{""A"":5,""M"":2,""O"":9}",1,12,0.08333333333333333,"(10, 9, 5)",10
T_0158,E000000159,proto,3,1,0,"[[-2,0],[-1,0],[0,2],[0,5]]",[],"[[-3,0],[0,0]]","[[[-5,0],[-4,0]],[[1,0],[2,0]],[[0,1],[0,3],[0,4]]]",4,0,3,7,"(-3, 0)",rail,rail_ladder,three-axis,53e07b81d1e1c396f59475871a000074ba15150c,1,1,7,3,"{""2"":2,""3"":1}",0,2,3,12,0.0,"-1.11e-16,0,0,2,2,3,3","{""random"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 7, 0, 2, 1, 1)",a5993bd68216ff1366a1ed7920860b45eeccf9ea,1,13,3,"{""A"":4,""M"":2,""O"":7}",1,12,0.08333333333333333,"(10, 7, 5)",10
T_0159,E000000160,proto,3,1,0,"[[-2,0],[-1,0],[0,2],[0,5]]",[],"[[-2,1],[0,0]]","[[[-5,0],[-4,0],[-3,0]],[[0,1],[0,3],[0,4]],[[1,0],[2,0],[3,0]]]",4,0,3,9,"(-2, 1)",bridge,bridge_fork,three-axis,a5e49d040faff064babe29bbc1b7302af92f41cf,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""random"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",23a7ff2193310d55570b4a9d0f0117e8fba82ae3,0,15,3,"{""A"":4,""M"":2,""O"":9}",1,12,0.08333333333333333,"(10, 8, 5)",10
T_0160,E000000161,proto,3,1,0,"[[-2,0],[-1,0],[0,2]]",[],"[[0,-1],[0,0]]","[[[-5,0],[-4,0],[-3,0]],[[0,1],[0,3],[0,4]],[[1,0],[2,0],[3,0]]]",3,0,3,9,"(-1, 0)",adjacent,adjacent,three-axis,b7ded5e600434e26069150e658432ed8c78f8b58,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""random"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",5f25e7a433fcedab31a525caf69a4ba6ab4201aa,0,14,3,"{""A"":3,""M"":2,""O"":9}",1,12,0.08333333333333333,"(9, 8, 5)",9
T_0161,E000000162,proto,3,1,0,"[[-2,0],[-1,0],[0,2],[0,5]]",[],"[[0,0],[3,-1]]","[[[-5,0],[-4,0],[-3,0]],[[0,1],[0,3],[0,4]],[[1,0],[2,0],[3,0]]]",4,0,3,9,"(-3, 1)",kink,kink_bridge,three-axis,d44ee2a79f877c5c112711d86d4f87496ef68b43,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""random"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",23a7ff2193310d55570b4a9d0f0117e8fba82ae3,0,15,3,"{""A"":4,""M"":2,""O"":9}",1,12,0.08333333333333333,"(10, 8, 6)",10
T_0162,E000000163,proto,3,1,0,"[[-2,0],[-1,0],[0,2],[0,5]]",[],"[[0,0],[4,0]]","[[[-5,0],[-4,0],[-3,0]],[[0,1],[0,3],[0,4]],[[1,0],[2,0],[3,0]]]",4,0,3,9,"(-4, 0)",rail,rail_ladder,three-axis,88ba5c885a981d89255ad257fa365239e28668d2,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""random"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",23a7ff2193310d55570b4a9d0f0117e8fba82ae3,0,15,3,"{""A"":4,""M"":2,""O"":9}",1,12,0.08333333333333333,"(10, 9, 5)",10
T_0163,E000000164,proto,3,1,0,"[[-2,0],[-1,0],[0,2],[0,5]]",[],"[[-1,-1],[0,0]]","[[[-5,0],[-4,0],[-3,0]],[[0,1],[0,3],[0,4]],[[1,0],[2,0],[3,0]]]",4,0,3,9,"(-2, 1)",bridge,bridge_fork,three-axis,f6daba85f83b3f118053d9a9b970aa953c14ead1,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""random"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",23a7ff2193310d55570b4a9d0f0117e8fba82ae3,0,15,3,"{""A"":4,""M"":2,""O"":9}",1,12,0.08333333333333333,"(10, 8, 6)",10
T_0164,E000000165,proto,3,1,0,"[[-2,0],[-1,0],[0,2],[0,5]]",[],"[[0,0],[1,-1]]","[[[-5,0],[-4,0],[-3,0]],[[0,1],[0,3],[0,4]],[[1,0],[2,0],[3,0]]]",4,0,3,9,"(-1, 0)",adjacent,adjacent,three-axis,463df0fb8cd128dea0990a32376cc8850d8773db,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""random"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",23a7ff2193310d55570b4a9d0f0117e8fba82ae3,0,15,3,"{""A"":4,""M"":2,""O"":9}",1,12,0.08333333333333333,"(10, 8, 6)",10
T_0165,E000000166,proto,3,1,0,"[[-2,0],[-1,0],[0,2],[0,5]]",[],"[[0,0],[2,-2]]","[[[-5,0],[-4,0],[-3,0]],[[0,1],[0,3],[0,4]],[[1,0],[2,0],[3,0]]]",4,0,3,9,"(-2, 0)",rail,rail_ladder,three-axis,826789beec1ea5023eea70f1604a91fd10bc4b2e,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""random"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",23a7ff2193310d55570b4a9d0f0117e8fba82ae3,0,15,3,"{""A"":4,""M"":2,""O"":9}",1,12,0.08333333333333333,"(10, 8, 7)",10
T_0166,E000000167,proto,3,1,0,"[[-3,-2],[-2,0],[-1,0]]",[],"[[-3,0],[-3,1]]","[[[-6,0],[-5,0],[-4,0]],[[-3,-1],[-3,2],[-3,3]],[[0,0],[1,0],[2,0]]]",3,0,3,9,"(-1, 0)",adjacent,adjacent,three-axis,5b8ee223668dd27721c644b93e816b1da7a58a4e,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""random"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",5f25e7a433fcedab31a525caf69a4ba6ab4201aa,0,14,3,"{""A"":3,""M"":2,""O"":9}",1,12,0.08333333333333333,"(8, 8, 5)",8
T_0167,E000000168,proto,3,1,0,"[[-2,0],[-1,0],[0,2],[0,5]]",[],"[[-3,1],[0,0]]","[[[-5,0],[-4,0],[-3,0]],[[0,1],[0,3],[0,4]],[[1,0],[2,0],[3,0]]]",4,0,3,9,"(-3, 1)",kink,kink_bridge,three-axis,ad6e0a0a70b0f34a4451dd47f7aea3e61da10fa9,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""random"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",23a7ff2193310d55570b4a9d0f0117e8fba82ae3,0,15,3,"{""A"":4,""M"":2,""O"":9}",1,12,0.08333333333333333,"(10, 8, 5)",10
T_0168,E000000169,proto,3,1,0,"[[-1,0],[0,2],[0,5]]",[],"[[0,0],[1,0]]","[[[-4,0],[-3,0],[-2,0]],[[0,1],[0,3],[0,4]],[[2,0],[3,0],[4,0]]]",3,0,3,9,"(-1, 0)",adjacent,adjacent,three-axis,79e848f277046dda1094a76fbf1c8d2ca1e8e47e,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""random"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",5f25e7a433fcedab31a525caf69a4ba6ab4201aa,0,14,3,"{""A"":3,""M"":2,""O"":9}",1,12,0.08333333333333333,"(9, 8, 5)",9
T_0170,E000000171,proto,3,1,0,"[[-2,0],[-1,0],[0,2],[0,5]]",[],"[[-1,1],[0,0]]","[[[-5,0],[-4,0],[-3,0]],[[0,1],[0,3],[0,4]],[[1,0],[2,0],[3,0]]]",4,0,3,9,"(-1, 0)",adjacent,adjacent,three-axis,1cc9446f42c468036b4caef3b374cf4e3696657c,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""random"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",23a7ff2193310d55570b4a9d0f0117e8fba82ae3,0,15,3,"{""A"":4,""M"":2,""O"":9}",1,12,0.08333333333333333,"(10, 8, 5)",10
T_0171,E000000172,proto,3,1,0,"[[-2,0],[-1,0],[0,2],[0,5]]",[],"[[0,0],[2,0]]","[[[1,0],[3,0]],[[-5,0],[-4,0],[-3,0]],[[0,1],[0,3],[0,4]]]",4,0,3,8,"(-2, 0)",rail,rail_ladder,three-axis,2e35701effc176740417f0fe9d171a2c79cb1232,1,1,8,3,"{""2"":1,""3"":2}",0,1,3,18,0.0,"-1.11e-16,-1.11e-16,0,2,3,3,3,3","{""random"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 8, 0, 1, 2, 1)",63a8e8ce4872c888ea732835a7c0bf9d4abd5873,1,14,3,"{""A"":4,""M"":2,""O"":8}",1,12,0.08333333333333333,"(10, 8, 5)",10
T_0172,E000000173,proto,3,1,0,"[[-2,0],[-1,0],[0,2],[0,5]]",[],"[[-1,2],[0,0]]","[[[-5,0],[-4,0],[-3,0]],[[0,1],[0,3],[0,4]],[[1,0],[2,0],[3,0]]]",4,0,3,9,"(-2, 1)",bridge,bridge_fork,three-axis,03f4ee1b2065c4e180c135e56efc573c88ece0d0,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""random"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",23a7ff2193310d55570b4a9d0f0117e8fba82ae3,0,15,3,"{""A"":4,""M"":2,""O"":9}",1,12,0.08333333333333333,"(10, 8, 5)",10
T_0173,E000000174,proto,3,1,0,"[[-2,0],[-1,0],[0,2],[0,5]]",[],"[[0,0],[1,1]]","[[[-5,0],[-4,0],[-3,0]],[[0,1],[0,3],[0,4]],[[1,0],[2,0],[3,0]]]",4,0,3,9,"(-2, 1)",bridge,bridge_fork,three-axis,5ae4e255cea8134d65c67edd1dc7840ca7a294de,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""random"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",23a7ff2193310d55570b4a9d0f0117e8fba82ae3,0,15,3,"{""A"":4,""M"":2,""O"":9}",1,12,0.08333333333333333,"(10, 8, 5)",10
T_0174,E000000175,proto,3,1,0,"[[-3,-2],[-2,0],[-1,0]]",[],"[[-3,-1],[-3,0]]","[[[-6,0],[-5,0],[-4,0]],[[-3,1],[-3,2],[-3,3]],[[0,0],[1,0],[2,0]]]",3,0,3,9,"(-1, 0)",adjacent,adjacent,three-axis,a5ac2940842c08412562258b45cb0d4f948ea0bf,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""random"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",5f25e7a433fcedab31a525caf69a4ba6ab4201aa,0,14,3,"{""A"":3,""M"":2,""O"":9}",1,12,0.08333333333333333,"(8, 8, 5)",8
T_0175,E000000176,proto,3,1,0,"[[-2,0],[-1,0],[0,2],[0,5]]",[],"[[-1,3],[0,0]]","[[[-5,0],[-4,0],[-3,0]],[[0,1],[0,3],[0,4]],[[1,0],[2,0],[3,0]]]",4,0,3,9,"(-3, 1)",kink,kink_bridge,three-axis,bc5d3c2ecb61b638f6a25f226d55caa3a6a1b2e8,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""random"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",23a7ff2193310d55570b4a9d0f0117e8fba82ae3,0,15,3,"{""A"":4,""M"":2,""O"":9}",1,12,0.08333333333333333,"(10, 8, 5)",10
T_0176,E000000177,proto,3,1,0,"[[-2,0],[-1,0],[0,2],[0,5]]",[],"[[-2,-1],[0,0]]","[[[-5,0],[-4,0],[-3,0]],[[0,1],[0,3],[0,4]],[[1,0],[2,0],[3,0]]]",4,0,3,9,"(-3, 1)",kink,kink_bridge,three-axis,a0baad23538310aa6f6c6336d814b74c6bf0be8f,1,1,9,3,"{""3"":3}",0,0,3,27,0.0,"-1.11e-16,-1.11e-16,-1.11e-16,3,3,3,3,3","{""random"":1}",1,0.0,0.693147,source-local,"(3, 1, 3, 9, 0, 0, 3, 1)",23a7ff2193310d55570b4a9d0f0117e8fba82ae3,0,15,3,"{""A"":4,""M"":2,""O"":9}",1,12,0.08333333333333333,"(10, 8, 6)",10
