template_id,canonical_signature,kind,family,tau,pressure,num_obligations,contained_atom_count,contained_atoms
T_0244,ca32621f534c7d088ad1bc397b7ef105ad13004d,proto,kink_bridge,3,1,3,0,[]
T_0245,8dc803b07f0c61e4325f8de6a1b5ab1320d59f5b,proto,kink_bridge,3,1,3,0,[]
T_0246,f0f382d2f3db6eeefcbfc89af8c9afce6ae4f401,proto,kink_bridge,3,1,3,0,[]
T_0247,b2b797490beb01781f9948d63c2843ba9200d6c5,proto,adjacent,3,1,3,0,[]
T_0248,6a6914ed403554935f15c68d69a73e1a717e6bb7,proto,rail_ladder,3,1,3,0,[]
T_0249,bf4aee998019c6a4e224573c9c9cc8b9858a6bca,proto,kink_bridge,3,1,3,0,[]
T_0250,1b7b73f7499caa353d0184e0189e1497688105e6,proto,kink_bridge,3,1,3,0,[]
T_0251,fe382ca7324f8f4c74af4fe826676d209b26b85b,proto,kink_bridge,3,1,3,0,[]
T_0252,e588fa6d90c4cb2252288fe480409dc9f9fe3bc0,proto,kink_bridge,3,1,3,0,[]
T_0253,0a42b83b5e572a8e0f2617aea3bef11d8b8e6174,proto,kink_bridge,3,1,3,0,[]
T_0255,8d2cebd7ce57529997500d8b93dc86f2265698b3,proto,kink_bridge,3,1,3,0,[]
T_0257,0e7cdc4a50c219268a714f1b0bb2a5327d97dffe,proto,rail,3,1,3,0,[]
T_0258,4b45b4c7b0b7c79e0bc607ed174e6001d146ef1b,proto,kink_bridge,3,1,3,0,[]
T_0261,eba28ca669cb537a807a3e95784eb303c4cdf148,proto,kink_bridge,3,1,3,0,[]
T_0262,77f0a75f990c7ffcd5523883289f642d20879eae,proto,kink_bridge,3,1,3,0,[]
T_0266,0238dac82560cb4fd18f814bdc12c519d9027a1f,proto,kink_bridge,3,1,3,0,[]
T_0267,9172c23829214f9b63717c0e416dd670ab743695,proto,adjacent,3,1,3,0,[]
T_0268,5808c041ed25f055565ca32719e5360a0d61eaa8,proto,kink_bridge,3,1,3,0,[]
T_0270,fb882e3302c3bb706228d72680eb81bfecef79cc,exact,adjacent,3,1,3,0,[]
T_0271,cf7dc684d97c581b9a5421c244b56a3aacbfa73c,proto,adjacent,3,1,3,0,[]
T_0278,7343a209f6f02cbcac9e367b609bd8e24847c1cb,proto,kink_bridge,3,1,3,0,[]
T_0281,51ba7c26fb5dce3b33e096f9464f02850ac8baca,proto,kink_bridge,3,1,3,0,[]
T_0282,d54d93548999084670eb551c638e1306154d7c7b,proto,kink_bridge,3,1,3,0,[]
T_0285,d80a350fbacabe4372988ce55ade34d8a7e8d7e5,proto,kink_bridge,3,1,3,0,[]
T_0286,9ca8c619c61658d7f3d3e6df4eced2e1923f43b0,proto,kink_bridge,3,1,3,0,[]
T_0287,5b2f7dd790bc114ca26de10929a3c5dd444549b1,proto,kink_bridge,3,1,3,0,[]
T_0290,582e82dfa8b24d8b07323e26b743034a8eb101a4,proto,rail_ladder,3,1,3,0,[]
T_0291,139459f413975e193bc9bf67ff67160f9d55eeed,proto,kink_bridge,3,1,3,0,[]
T_0292,5fbed499f068ea81a9ce1808e7f13f975588de82,proto,rail_ladder,3,1,3,0,[]
T_0293,67dc7600f4cecb66fe66e33b44a080619e1721f6,proto,kink_bridge,3,1,3,0,[]
T_0294,2383e0c7eb184875af1080a9a9c35f7411be5bc0,proto,kink_bridge,3,1,3,0,[]
T_0295,97d6e92f78257cded1f46b0686c4e851317b13ac,proto,adjacent,3,1,3,0,[]
T_0296,001d77d375f84ac1113cd11c32812b4e80515549,proto,bridge_fork,3,1,3,0,[]
